date,wind_speed,density
1664,5,1.25
1665,0,1.25
1666,20,1.25
1667,15,1.25
1668,5,1.25
1669,0,1.25
1670,20,1.25
1671,15,1.25
1672,5,1.25
1673,0,1.25
1674,20,1.25
1675,15,1.25
1676,5,1.25
1677,0,1.25
1678,20,1.25
1679,15,1.25
1680,5,1.25
1681,0,1.25
1682,20,1.25
1683,15,1.25
1684,5,1.25
1685,0,1.25
1686,20,1.25
1687,15,1.25
1688,5,1.25
1689,0,1.25
1690,20,1.25
1691,15,1.25
1692,5,1.25
1693,0,1.25
1694,20,1.25
1695,15,1.25
1696,5,1.25
1697,0,1.25
1698,20,1.25
1699,15,1.25
1700,5,1.25
1701,0,1.25
1702,20,1.25
1703,15,1.25
1704,5,1.25
1705,0,1.25
1706,20,1.25
1707,15,1.25
1708,5,1.25
1709,0,1.25
1710,20,1.25
1711,15,1.25
1712,5,1.25
1713,0,1.25
1714,20,1.25
1715,15,1.25
1716,5,1.25
1717,0,1.25
1718,20,1.25
1719,15,1.25
1720,5,1.25
1721,0,1.25
1722,20,1.25
1723,15,1.25
1724,5,1.25
1725,0,1.25
1726,20,1.25
1727,15,1.25
1728,5,1.25
1729,0,1.25
1730,20,1.25
1731,15,1.25
1732,5,1.25
1733,0,1.25
1734,20,1.25
1735,15,1.25
1736,5,1.25
1737,0,1.25
1738,20,1.25
1739,15,1.25
1740,5,1.25
1741,0,1.25
1742,20,1.25
1743,15,1.25
1744,5,1.25
1745,0,1.25
1746,20,1.25
1747,15,1.25
1748,5,1.25
1749,0,1.25
1750,20,1.25
1751,15,1.25
1752,5,1.25
1753,0,1.25
1754,20,1.25
1755,15,1.25
1756,5,1.25
1757,0,1.25
1758,20,1.25
1759,15,1.25
1760,5,1.25
1761,0,1.25
1762,20,1.25
1763,15,1.25
1764,5,1.25
1765,0,1.25
1766,20,1.25
1767,15,1.25
1768,5,1.25
1769,0,1.25
1770,20,1.25
1771,15,1.25
1772,5,1.25
1773,0,1.25
1774,20,1.25
1775,15,1.25
1776,5,1.25
1777,0,1.25
1778,20,1.25
1779,15,1.25
1780,5,1.25
1781,0,1.25
1782,20,1.25
1783,15,1.25
1784,5,1.25
1785,0,1.25
1786,20,1.25
1787,15,1.25
1788,5,1.25
1789,0,1.25
1790,20,1.25
1791,15,1.25
1792,5,1.25
1793,0,1.25
1794,20,1.25
1795,15,1.25
1796,5,1.25
1797,0,1.25
1798,20,1.25
1799,15,1.25
1800,5,1.25
1801,0,1.25
1802,20,1.25
1803,15,1.25
1804,5,1.25
1805,0,1.25
1806,20,1.25
1807,15,1.25
1808,5,1.25
1809,0,1.25
1810,20,1.25
1811,15,1.25
1812,5,1.25
1813,0,1.25
1814,20,1.25
1815,15,1.25
1816,5,1.25
1817,0,1.25
1818,20,1.25
1819,15,1.25
1820,5,1.25
1821,0,1.25
1822,20,1.25
1823,15,1.25
1824,5,1.25
1825,0,1.25
1826,20,1.25
1827,15,1.25
1828,5,1.25
1829,0,1.25
1830,20,1.25
1831,15,1.25
1832,5,1.25
1833,0,1.25
1834,20,1.25
1835,15,1.25
1836,5,1.25
1837,0,1.25
1838,20,1.25
1839,15,1.25
1840,5,1.25
1841,0,1.25
1842,20,1.25
1843,15,1.25
1844,5,1.25
1845,0,1.25
1846,20,1.25
1847,15,1.25
1848,5,1.25
1849,0,1.25
1850,20,1.25
1851,15,1.25
1852,5,1.25
1853,0,1.25
1854,20,1.25
1855,15,1.25
1856,5,1.25
1857,0,1.25
1858,20,1.25
1859,15,1.25
1860,5,1.25
1861,0,1.25
1862,20,1.25
1863,15,1.25
1864,5,1.25
1865,0,1.25
1866,20,1.25
1867,15,1.25
1868,5,1.25
1869,0,1.25
1870,20,1.25
1871,15,1.25
1872,5,1.25
1873,0,1.25
1874,20,1.25
1875,15,1.25
1876,5,1.25
1877,0,1.25
1878,20,1.25
1879,15,1.25
1880,5,1.25
1881,0,1.25
1882,20,1.25
1883,15,1.25
1884,5,1.25
1885,0,1.25
1886,20,1.25
1887,15,1.25
1888,5,1.25
1889,0,1.25
1890,20,1.25
1891,15,1.25
1892,5,1.25
1893,0,1.25
1894,20,1.25
1895,15,1.25
1896,5,1.25
1897,0,1.25
1898,20,1.25
1899,15,1.25
1900,5,1.25
1901,0,1.25
1902,20,1.25
1903,15,1.25
1904,5,1.25
1905,0,1.25
1906,20,1.25
1907,15,1.25
1908,5,1.25
1909,0,1.25
1910,20,1.25
1911,15,1.25
1912,5,1.25
1913,0,1.25
1914,20,1.25
1915,15,1.25
1916,5,1.25
1917,0,1.25
1918,20,1.25
1919,15,1.25
1920,5,1.25
1921,0,1.25
1922,20,1.25
1923,15,1.25
1924,5,1.25
1925,0,1.25
1926,20,1.25
1927,15,1.25
1928,5,1.25
1929,0,1.25
1930,20,1.25
1931,15,1.25
1932,5,1.25
1933,0,1.25
1934,20,1.25
1935,15,1.25
1936,5,1.25
1937,0,1.25
1938,20,1.25
1939,15,1.25
1940,5,1.25
1941,0,1.25
1942,20,1.25
1943,15,1.25
1944,5,1.25
1945,0,1.25
1946,20,1.25
1947,15,1.25
1948,5,1.25
1949,0,1.25
1950,20,1.25
1951,15,1.25
1952,5,1.25
1953,0,1.25
1954,20,1.25
1955,15,1.25
1956,5,1.25
1957,0,1.25
1958,20,1.25
1959,15,1.25
1960,5,1.25
1961,0,1.25
1962,20,1.25
1963,15,1.25
1964,5,1.25
1965,0,1.25
1966,20,1.25
1967,15,1.25
1968,5,1.25
1969,0,1.25
1970,20,1.25
1971,15,1.25
1972,5,1.25
1973,0,1.25
1974,20,1.25
1975,15,1.25
1976,5,1.25
1977,0,1.25
1978,20,1.25
1979,15,1.25
1980,5,1.25
1981,0,1.25
1982,20,1.25
1983,15,1.25
1984,5,1.25
1985,0,1.25
1986,20,1.25
1987,15,1.25
1988,5,1.25
1989,0,1.25
1990,20,1.25
1991,15,1.25
1992,5,1.25
1993,0,1.25
1994,20,1.25
1995,15,1.25
1996,5,1.25
1997,0,1.25
1998,20,1.25
1999,15,1.25
2000,5,1.25
2001,0,1.25
2002,20,1.25
2003,15,1.25
2004,5,1.25
2005,0,1.25
2006,20,1.25
2007,15,1.25
2008,5,1.25
2009,0,1.25
2010,20,1.25
2011,15,1.25
2012,5,1.25
2013,0,1.25
2014,20,1.25
2015,15,1.25
2016,5,1.25
2017,0,1.25
2018,20,1.25
2019,15,1.25
2020,5,1.25
2021,0,1.25
2022,20,1.25
2023,15,1.25
2024,5,1.25
2025,0,1.25
2026,20,1.25
2027,15,1.25
2028,5,1.25
2029,0,1.25
2030,20,1.25
2031,15,1.25
2032,5,1.25
2033,0,1.25
2034,20,1.25
2035,15,1.25
2036,5,1.25
2037,0,1.25
2038,20,1.25
2039,15,1.25
2040,5,1.25
2041,0,1.25
2042,20,1.25
2043,15,1.25
2044,5,1.25
2045,0,1.25
2046,20,1.25
2047,15,1.25
2048,5,1.25
2049,0,1.25
2050,20,1.25
2051,15,1.25
2052,5,1.25
2053,0,1.25
2054,20,1.25
2055,15,1.25
2056,5,1.25
2057,0,1.25
2058,20,1.25
2059,15,1.25
2060,5,1.25
2061,0,1.25
2062,20,1.25
2063,15,1.25
2064,5,1.25
2065,0,1.25
2066,20,1.25
2067,15,1.25
2068,5,1.25
2069,0,1.25
2070,20,1.25
2071,15,1.25
2072,5,1.25
2073,0,1.25
2074,20,1.25
2075,15,1.25
2076,5,1.25
2077,0,1.25
2078,20,1.25
2079,15,1.25
2080,5,1.25
2081,0,1.25
2082,20,1.25
2083,15,1.25
2084,5,1.25
2085,0,1.25
2086,20,1.25
2087,15,1.25
2088,5,1.25
2089,0,1.25
2090,20,1.25
2091,15,1.25
2092,5,1.25
2093,0,1.25
2094,20,1.25
2095,15,1.25
2096,5,1.25
2097,0,1.25
2098,20,1.25
2099,15,1.25
2100,5,1.25
2101,0,1.25
2102,20,1.25
2103,15,1.25
2104,5,1.25
2105,0,1.25
2106,20,1.25
2107,15,1.25
2108,5,1.25
2109,0,1.25
2110,20,1.25
2111,15,1.25
2112,5,1.25
2113,0,1.25
2114,20,1.25
2115,15,1.25
2116,5,1.25
2117,0,1.25
2118,20,1.25
2119,15,1.25
2120,5,1.25
2121,0,1.25
2122,20,1.25
2123,15,1.25
2124,5,1.25
2125,0,1.25
2126,20,1.25
2127,15,1.25
2128,5,1.25
2129,0,1.25
2130,20,1.25
2131,15,1.25
2132,5,1.25
2133,0,1.25
2134,20,1.25
2135,15,1.25
2136,5,1.25
2137,0,1.25
2138,20,1.25
2139,15,1.25
2140,5,1.25
2141,0,1.25
2142,20,1.25
2143,15,1.25
2144,5,1.25
2145,0,1.25
2146,20,1.25
2147,15,1.25
2148,5,1.25
2149,0,1.25
2150,20,1.25
2151,15,1.25
2152,5,1.25
2153,0,1.25
2154,20,1.25
2155,15,1.25
2156,5,1.25
2157,0,1.25
2158,20,1.25
2159,15,1.25
2160,5,1.25
2161,0,1.25
2162,20,1.25
2163,15,1.25
2164,5,1.25
2165,0,1.25
2166,20,1.25
2167,15,1.25
2168,5,1.25
2169,0,1.25
2170,20,1.25
2171,15,1.25
2172,5,1.25
2173,0,1.25
2174,20,1.25
2175,15,1.25
2176,5,1.25
2177,0,1.25
2178,20,1.25
2179,15,1.25
2180,5,1.25
2181,0,1.25
2182,20,1.25
2183,15,1.25
2184,5,1.25
2185,0,1.25
2186,20,1.25
2187,15,1.25
2188,5,1.25
2189,0,1.25
2190,20,1.25
2191,15,1.25
2192,5,1.25
2193,0,1.25
2194,20,1.25
2195,15,1.25
2196,5,1.25
2197,0,1.25
2198,20,1.25
2199,15,1.25
2200,5,1.25
2201,0,1.25
2202,20,1.25
2203,15,1.25
2204,5,1.25
2205,0,1.25
2206,20,1.25
2207,15,1.25
2208,5,1.25
2209,0,1.25
2210,20,1.25
2211,15,1.25
2212,5,1.25
2213,0,1.25
2214,20,1.25
2215,15,1.25
2216,5,1.25
2217,0,1.25
2218,20,1.25
2219,15,1.25
2220,5,1.25
2221,0,1.25
2222,20,1.25
2223,15,1.25
2224,5,1.25
2225,0,1.25
2226,20,1.25
2227,15,1.25
2228,5,1.25
2229,0,1.25
2230,20,1.25
2231,15,1.25
2232,5,1.25
2233,0,1.25
2234,20,1.25
2235,15,1.25
2236,5,1.25
2237,0,1.25
2238,20,1.25
2239,15,1.25
2240,5,1.25
2241,0,1.25
2242,20,1.25
2243,15,1.25
2244,5,1.25
2245,0,1.25
2246,20,1.25
2247,15,1.25
2248,5,1.25
2249,0,1.25
2250,20,1.25
2251,15,1.25
2252,5,1.25
2253,0,1.25
2254,20,1.25
2255,15,1.25
2256,5,1.25
2257,0,1.25
2258,20,1.25
2259,15,1.25
2260,5,1.25
2261,0,1.25
2262,20,1.25
2263,15,1.25
2264,5,1.25
2265,0,1.25
2266,20,1.25
2267,15,1.25
2268,5,1.25
2269,0,1.25
2270,20,1.25
2271,15,1.25
2272,5,1.25
2273,0,1.25
2274,20,1.25
2275,15,1.25
2276,5,1.25
2277,0,1.25
2278,20,1.25
2279,15,1.25
2280,5,1.25
2281,0,1.25
2282,20,1.25
2283,15,1.25
2284,5,1.25
2285,0,1.25
2286,20,1.25
2287,15,1.25
2288,5,1.25
2289,0,1.25
2290,20,1.25
2291,15,1.25
2292,5,1.25
2293,0,1.25
2294,20,1.25
2295,15,1.25
2296,5,1.25
2297,0,1.25
2298,20,1.25
2299,15,1.25
2300,5,1.25
2301,0,1.25
2302,20,1.25
2303,15,1.25
2304,5,1.25
2305,0,1.25
2306,20,1.25
2307,15,1.25
2308,5,1.25
2309,0,1.25
2310,20,1.25
2311,15,1.25
2312,5,1.25
2313,0,1.25
2314,20,1.25
2315,15,1.25
2316,5,1.25
2317,0,1.25
2318,20,1.25
2319,15,1.25
2320,5,1.25
2321,0,1.25
2322,20,1.25
2323,15,1.25
2324,5,1.25
2325,0,1.25
2326,20,1.25
2327,15,1.25
2328,5,1.25
2329,0,1.25
2330,20,1.25
2331,15,1.25
2332,5,1.25
2333,0,1.25
2334,20,1.25
2335,15,1.25
2336,5,1.25
2337,0,1.25
2338,20,1.25
2339,15,1.25
2340,5,1.25
2341,0,1.25
2342,20,1.25
2343,15,1.25
2344,5,1.25
2345,0,1.25
2346,20,1.25
2347,15,1.25
2348,5,1.25
2349,0,1.25
2350,20,1.25
2351,15,1.25
2352,5,1.25
2353,0,1.25
2354,20,1.25
2355,15,1.25
2356,5,1.25
2357,0,1.25
2358,20,1.25
2359,15,1.25
2360,5,1.25
2361,0,1.25
2362,20,1.25
2363,15,1.25
2364,5,1.25
2365,0,1.25
2366,20,1.25
2367,15,1.25
2368,5,1.25
2369,0,1.25
2370,20,1.25
2371,15,1.25
2372,5,1.25
2373,0,1.25
2374,20,1.25
2375,15,1.25
2376,5,1.25
2377,0,1.25
2378,20,1.25
2379,15,1.25
2380,5,1.25
2381,0,1.25
2382,20,1.25
2383,15,1.25
2384,5,1.25
2385,0,1.25
2386,20,1.25
2387,15,1.25
2388,5,1.25
2389,0,1.25
2390,20,1.25
2391,15,1.25
2392,5,1.25
2393,0,1.25
2394,20,1.25
2395,15,1.25
2396,5,1.25
2397,0,1.25
2398,20,1.25
2399,15,1.25
2400,5,1.25
2401,0,1.25
2402,20,1.25
2403,15,1.25
2404,5,1.25
2405,0,1.25
2406,20,1.25
2407,15,1.25
2408,5,1.25
2409,0,1.25
2410,20,1.25
2411,15,1.25
2412,5,1.25
2413,0,1.25
2414,20,1.25
2415,15,1.25
2416,5,1.25
2417,0,1.25
2418,20,1.25
2419,15,1.25
2420,5,1.25
2421,0,1.25
2422,20,1.25
2423,15,1.25
2424,5,1.25
2425,0,1.25
2426,20,1.25
2427,15,1.25
2428,5,1.25
2429,0,1.25
2430,20,1.25
2431,15,1.25
2432,5,1.25
2433,0,1.25
2434,20,1.25
2435,15,1.25
2436,5,1.25
2437,0,1.25
2438,20,1.25
2439,15,1.25
2440,5,1.25
2441,0,1.25
2442,20,1.25
2443,15,1.25
2444,5,1.25
2445,0,1.25
2446,20,1.25
2447,15,1.25
2448,5,1.25
2449,0,1.25
2450,20,1.25
2451,15,1.25
2452,5,1.25
2453,0,1.25
2454,20,1.25
2455,15,1.25
2456,5,1.25
2457,0,1.25
2458,20,1.25
2459,15,1.25
2460,5,1.25
2461,0,1.25
2462,20,1.25
2463,15,1.25
2464,5,1.25
2465,0,1.25
2466,20,1.25
2467,15,1.25
2468,5,1.25
2469,0,1.25
2470,20,1.25
2471,15,1.25
2472,5,1.25
2473,0,1.25
2474,20,1.25
2475,15,1.25
2476,5,1.25
2477,0,1.25
2478,20,1.25
2479,15,1.25
2480,5,1.25
2481,0,1.25
2482,20,1.25
2483,15,1.25
2484,5,1.25
2485,0,1.25
2486,20,1.25
2487,15,1.25
2488,5,1.25
2489,0,1.25
2490,20,1.25
2491,15,1.25
2492,5,1.25
2493,0,1.25
2494,20,1.25
2495,15,1.25
2496,5,1.25
2497,0,1.25
2498,20,1.25
2499,15,1.25
2500,5,1.25
2501,0,1.25
2502,20,1.25
2503,15,1.25
2504,5,1.25
2505,0,1.25
2506,20,1.25
2507,15,1.25
2508,5,1.25
2509,0,1.25
2510,20,1.25
2511,15,1.25
2512,5,1.25
2513,0,1.25
2514,20,1.25
2515,15,1.25
2516,5,1.25
2517,0,1.25
2518,20,1.25
2519,15,1.25
2520,5,1.25
2521,0,1.25
2522,20,1.25
2523,15,1.25
2524,5,1.25
2525,0,1.25
2526,20,1.25
2527,15,1.25
2528,5,1.25
2529,0,1.25
2530,20,1.25
2531,15,1.25
2532,5,1.25
2533,0,1.25
2534,20,1.25
2535,15,1.25
2536,5,1.25
2537,0,1.25
2538,20,1.25
2539,15,1.25
2540,5,1.25
2541,0,1.25
2542,20,1.25
2543,15,1.25
2544,5,1.25
2545,0,1.25
2546,20,1.25
2547,15,1.25
2548,5,1.25
2549,0,1.25
2550,20,1.25
2551,15,1.25
2552,5,1.25
2553,0,1.25
2554,20,1.25
2555,15,1.25
2556,5,1.25
2557,0,1.25
2558,20,1.25
2559,15,1.25
2560,5,1.25
2561,0,1.25
2562,20,1.25
2563,15,1.25
2564,5,1.25
2565,0,1.25
2566,20,1.25
2567,15,1.25
2568,5,1.25
2569,0,1.25
2570,20,1.25
2571,15,1.25
2572,5,1.25
2573,0,1.25
2574,20,1.25
2575,15,1.25
2576,5,1.25
2577,0,1.25
2578,20,1.25
2579,15,1.25
2580,5,1.25
2581,0,1.25
2582,20,1.25
2583,15,1.25
2584,5,1.25
2585,0,1.25
2586,20,1.25
2587,15,1.25
2588,5,1.25
2589,0,1.25
2590,20,1.25
2591,15,1.25
2592,5,1.25
2593,0,1.25
2594,20,1.25
2595,15,1.25
2596,5,1.25
2597,0,1.25
2598,20,1.25
2599,15,1.25
2600,5,1.25
2601,0,1.25
2602,20,1.25
2603,15,1.25
2604,5,1.25
2605,0,1.25
2606,20,1.25
2607,15,1.25
2608,5,1.25
2609,0,1.25
2610,20,1.25
2611,15,1.25
2612,5,1.25
2613,0,1.25
2614,20,1.25
2615,15,1.25
2616,5,1.25
2617,0,1.25
2618,20,1.25
2619,15,1.25
2620,5,1.25
2621,0,1.25
2622,20,1.25
2623,15,1.25
2624,5,1.25
2625,0,1.25
2626,20,1.25
2627,15,1.25
2628,5,1.25
2629,0,1.25
2630,20,1.25
2631,15,1.25
2632,5,1.25
2633,0,1.25
2634,20,1.25
2635,15,1.25
2636,5,1.25
2637,0,1.25
2638,20,1.25
2639,15,1.25
2640,5,1.25
2641,0,1.25
2642,20,1.25
2643,15,1.25
2644,5,1.25
2645,0,1.25
2646,20,1.25
2647,15,1.25
2648,5,1.25
2649,0,1.25
2650,20,1.25
2651,15,1.25
2652,5,1.25
2653,0,1.25
2654,20,1.25
2655,15,1.25
2656,5,1.25
2657,0,1.25
2658,20,1.25
2659,15,1.25
2660,5,1.25
2661,0,1.25
2662,20,1.25
2663,15,1.25
2664,5,1.25
2665,0,1.25
2666,20,1.25
2667,15,1.25
2668,5,1.25
2669,0,1.25
2670,20,1.25
2671,15,1.25
2672,5,1.25
2673,0,1.25
2674,20,1.25
2675,15,1.25
2676,5,1.25
2677,0,1.25
2678,20,1.25
2679,15,1.25
2680,5,1.25
2681,0,1.25
2682,20,1.25
2683,15,1.25
2684,5,1.25
2685,0,1.25
2686,20,1.25
2687,15,1.25
2688,5,1.25
2689,0,1.25
2690,20,1.25
2691,15,1.25
2692,5,1.25
2693,0,1.25
2694,20,1.25
2695,15,1.25
2696,5,1.25
2697,0,1.25
2698,20,1.25
2699,15,1.25
2700,5,1.25
2701,0,1.25
2702,20,1.25
2703,15,1.25
2704,5,1.25
2705,0,1.25
2706,20,1.25
2707,15,1.25
2708,5,1.25
2709,0,1.25
2710,20,1.25
2711,15,1.25
2712,5,1.25
2713,0,1.25
2714,20,1.25
2715,15,1.25
2716,5,1.25
2717,0,1.25
2718,20,1.25
2719,15,1.25
2720,5,1.25
2721,0,1.25
2722,20,1.25
2723,15,1.25
2724,5,1.25
2725,0,1.25
2726,20,1.25
2727,15,1.25
2728,5,1.25
2729,0,1.25
2730,20,1.25
2731,15,1.25
2732,5,1.25
2733,0,1.25
2734,20,1.25
2735,15,1.25
2736,5,1.25
2737,0,1.25
2738,20,1.25
2739,15,1.25
2740,5,1.25
2741,0,1.25
2742,20,1.25
2743,15,1.25
2744,5,1.25
2745,0,1.25
2746,20,1.25
2747,15,1.25
2748,5,1.25
2749,0,1.25
2750,20,1.25
2751,15,1.25
2752,5,1.25
2753,0,1.25
2754,20,1.25
2755,15,1.25
2756,5,1.25
2757,0,1.25
2758,20,1.25
2759,15,1.25
2760,5,1.25
2761,0,1.25
2762,20,1.25
2763,15,1.25
2764,5,1.25
2765,0,1.25
2766,20,1.25
2767,15,1.25
2768,5,1.25
2769,0,1.25
2770,20,1.25
2771,15,1.25
2772,5,1.25
2773,0,1.25
2774,20,1.25
2775,15,1.25
2776,5,1.25
2777,0,1.25
2778,20,1.25
2779,15,1.25
2780,5,1.25
2781,0,1.25
2782,20,1.25
2783,15,1.25
2784,5,1.25
2785,0,1.25
2786,20,1.25
2787,15,1.25
2788,5,1.25
2789,0,1.25
2790,20,1.25
2791,15,1.25
2792,5,1.25
2793,0,1.25
2794,20,1.25
2795,15,1.25
2796,5,1.25
2797,0,1.25
2798,20,1.25
2799,15,1.25
2800,5,1.25
2801,0,1.25
2802,20,1.25
2803,15,1.25
2804,5,1.25
2805,0,1.25
2806,20,1.25
2807,15,1.25
2808,5,1.25
2809,0,1.25
2810,20,1.25
2811,15,1.25
2812,5,1.25
2813,0,1.25
2814,20,1.25
2815,15,1.25
2816,5,1.25
2817,0,1.25
2818,20,1.25
2819,15,1.25
2820,5,1.25
2821,0,1.25
2822,20,1.25
2823,15,1.25
2824,5,1.25
2825,0,1.25
2826,20,1.25
2827,15,1.25
2828,5,1.25
2829,0,1.25
2830,20,1.25
2831,15,1.25
2832,5,1.25
2833,0,1.25
2834,20,1.25
2835,15,1.25
2836,5,1.25
2837,0,1.25
2838,20,1.25
2839,15,1.25
2840,5,1.25
2841,0,1.25
2842,20,1.25
2843,15,1.25
2844,5,1.25
2845,0,1.25
2846,20,1.25
2847,15,1.25
2848,5,1.25
2849,0,1.25
2850,20,1.25
2851,15,1.25
2852,5,1.25
2853,0,1.25
2854,20,1.25
2855,15,1.25
2856,5,1.25
2857,0,1.25
2858,20,1.25
2859,15,1.25
2860,5,1.25
2861,0,1.25
2862,20,1.25
2863,15,1.25
2864,5,1.25
2865,0,1.25
2866,20,1.25
2867,15,1.25
2868,5,1.25
2869,0,1.25
2870,20,1.25
2871,15,1.25
2872,5,1.25
2873,0,1.25
2874,20,1.25
2875,15,1.25
2876,5,1.25
2877,0,1.25
2878,20,1.25
2879,15,1.25
2880,5,1.25
2881,0,1.25
2882,20,1.25
2883,15,1.25
2884,5,1.25
2885,0,1.25
2886,20,1.25
2887,15,1.25
2888,5,1.25
2889,0,1.25
2890,20,1.25
2891,15,1.25
2892,5,1.25
2893,0,1.25
2894,20,1.25
2895,15,1.25
2896,5,1.25
2897,0,1.25
2898,20,1.25
2899,15,1.25
2900,5,1.25
2901,0,1.25
2902,20,1.25
2903,15,1.25
2904,5,1.25
2905,0,1.25
2906,20,1.25
2907,15,1.25
2908,5,1.25
2909,0,1.25
2910,20,1.25
2911,15,1.25
2912,5,1.25
2913,0,1.25
2914,20,1.25
2915,15,1.25
2916,5,1.25
2917,0,1.25
2918,20,1.25
2919,15,1.25
2920,5,1.25
2921,0,1.25
2922,20,1.25
2923,15,1.25
2924,5,1.25
2925,0,1.25
2926,20,1.25
2927,15,1.25
2928,5,1.25
2929,0,1.25
2930,20,1.25
2931,15,1.25
2932,5,1.25
2933,0,1.25
2934,20,1.25
2935,15,1.25
2936,5,1.25
2937,0,1.25
2938,20,1.25
2939,15,1.25
2940,5,1.25
2941,0,1.25
2942,20,1.25
2943,15,1.25
2944,5,1.25
2945,0,1.25
2946,20,1.25
2947,15,1.25
2948,5,1.25
2949,0,1.25
2950,20,1.25
2951,15,1.25
2952,5,1.25
2953,0,1.25
2954,20,1.25
2955,15,1.25
2956,5,1.25
2957,0,1.25
2958,20,1.25
2959,15,1.25
2960,5,1.25
2961,0,1.25
2962,20,1.25
2963,15,1.25
2964,5,1.25
2965,0,1.25
2966,20,1.25
2967,15,1.25
2968,5,1.25
2969,0,1.25
2970,20,1.25
2971,15,1.25
2972,5,1.25
2973,0,1.25
2974,20,1.25
2975,15,1.25
2976,5,1.25
2977,0,1.25
2978,20,1.25
2979,15,1.25
2980,5,1.25
2981,0,1.25
2982,20,1.25
2983,15,1.25
2984,5,1.25
2985,0,1.25
2986,20,1.25
2987,15,1.25
2988,5,1.25
2989,0,1.25
2990,20,1.25
2991,15,1.25
2992,5,1.25
2993,0,1.25
2994,20,1.25
2995,15,1.25
2996,5,1.25
2997,0,1.25
2998,20,1.25
2999,15,1.25
3000,5,1.25
3001,0,1.25
3002,20,1.25
3003,15,1.25
3004,5,1.25
3005,0,1.25
3006,20,1.25
3007,15,1.25
3008,5,1.25
3009,0,1.25
3010,20,1.25
3011,15,1.25
3012,5,1.25
3013,0,1.25
3014,20,1.25
3015,15,1.25
3016,5,1.25
3017,0,1.25
3018,20,1.25
3019,15,1.25
3020,5,1.25
3021,0,1.25
3022,20,1.25
3023,15,1.25
3024,5,1.25
3025,0,1.25
3026,20,1.25
3027,15,1.25
3028,5,1.25
3029,0,1.25
3030,20,1.25
3031,15,1.25
3032,5,1.25
3033,0,1.25
3034,20,1.25
3035,15,1.25
3036,5,1.25
3037,0,1.25
3038,20,1.25
3039,15,1.25
3040,5,1.25
3041,0,1.25
3042,20,1.25
3043,15,1.25
3044,5,1.25
3045,0,1.25
3046,20,1.25
3047,15,1.25
3048,5,1.25
3049,0,1.25
3050,20,1.25
3051,15,1.25
3052,5,1.25
3053,0,1.25
3054,20,1.25
3055,15,1.25
3056,5,1.25
3057,0,1.25
3058,20,1.25
3059,15,1.25
3060,5,1.25
3061,0,1.25
3062,20,1.25
3063,15,1.25
3064,5,1.25
3065,0,1.25
3066,20,1.25
3067,15,1.25
3068,5,1.25
3069,0,1.25
3070,20,1.25
3071,15,1.25
3072,5,1.25
3073,0,1.25
3074,20,1.25
3075,15,1.25
3076,5,1.25
3077,0,1.25
3078,20,1.25
3079,15,1.25
3080,5,1.25
3081,0,1.25
3082,20,1.25
3083,15,1.25
3084,5,1.25
3085,0,1.25
3086,20,1.25
3087,15,1.25
3088,5,1.25
3089,0,1.25
3090,20,1.25
3091,15,1.25
3092,5,1.25
3093,0,1.25
3094,20,1.25
3095,15,1.25
3096,5,1.25
3097,0,1.25
3098,20,1.25
3099,15,1.25
3100,5,1.25
3101,0,1.25
3102,20,1.25
3103,15,1.25
3104,5,1.25
3105,0,1.25
3106,20,1.25
3107,15,1.25
3108,5,1.25
3109,0,1.25
3110,20,1.25
3111,15,1.25
3112,5,1.25
3113,0,1.25
3114,20,1.25
3115,15,1.25
3116,5,1.25
3117,0,1.25
3118,20,1.25
3119,15,1.25
3120,5,1.25
3121,0,1.25
3122,20,1.25
3123,15,1.25
3124,5,1.25
3125,0,1.25
3126,20,1.25
3127,15,1.25
3128,5,1.25
3129,0,1.25
3130,20,1.25
3131,15,1.25
3132,5,1.25
3133,0,1.25
3134,20,1.25
3135,15,1.25
3136,5,1.25
3137,0,1.25
3138,20,1.25
3139,15,1.25
3140,5,1.25
3141,0,1.25
3142,20,1.25
3143,15,1.25
3144,5,1.25
3145,0,1.25
3146,20,1.25
3147,15,1.25
3148,5,1.25
3149,0,1.25
3150,20,1.25
3151,15,1.25
3152,5,1.25
3153,0,1.25
3154,20,1.25
3155,15,1.25
3156,5,1.25
3157,0,1.25
3158,20,1.25
3159,15,1.25
3160,5,1.25
3161,0,1.25
3162,20,1.25
3163,15,1.25
3164,5,1.25
3165,0,1.25
3166,20,1.25
3167,15,1.25
3168,5,1.25
3169,0,1.25
3170,20,1.25
3171,15,1.25
3172,5,1.25
3173,0,1.25
3174,20,1.25
3175,15,1.25
3176,5,1.25
3177,0,1.25
3178,20,1.25
3179,15,1.25
3180,5,1.25
3181,0,1.25
3182,20,1.25
3183,15,1.25
3184,5,1.25
3185,0,1.25
3186,20,1.25
3187,15,1.25
3188,5,1.25
3189,0,1.25
3190,20,1.25
3191,15,1.25
3192,5,1.25
3193,0,1.25
3194,20,1.25
3195,15,1.25
3196,5,1.25
3197,0,1.25
3198,20,1.25
3199,15,1.25
3200,5,1.25
3201,0,1.25
3202,20,1.25
3203,15,1.25
3204,5,1.25
3205,0,1.25
3206,20,1.25
3207,15,1.25
3208,5,1.25
3209,0,1.25
3210,20,1.25
3211,15,1.25
3212,5,1.25
3213,0,1.25
3214,20,1.25
3215,15,1.25
3216,5,1.25
3217,0,1.25
